SUBTOTAL,PARTIDA PRESUPUESTAL
39.0,3401-042
18.0,3401-042
9.0,3401-042
145.79999999999998,2494-027
99.0,2494-027
9.395999999999999,2285-003
6.0,2585-003
15.0,2585-003
33.0,2585-003
72.3,2594-003
21.599999999999998,2594-003
273.0,2594-003
6.0,2585-003
18.0,2585-003
15.0,2494-027
26.970000000000002,2285-003
507.59999999999997,2494-027
10.266,2285-003
1510.8,2494-003
2.4,2585-003
2.4,2585-003
2.4,2585-003
14.7,2585-003
10.2,2585-003
10.44,2794-003
4.5,2585-003
10.44,2794-003
150.0,2794-003
10.266,2794-003
9.395999999999999,3401-011
10.266,3401-011
9.395999999999999,3401-011
9.048,3401-011
174.0,2794-003
10.266,3401-011
10.44,3401-011
10.266,3401-011
10.266,3401-011
10.266,3401-011
10.266,2285-003
10.266,2285-003
6.6,2385-003
27.9,2385-003
88.5,2485-003
72.0,2485-003
10.44,2285-003
56.1,2385-003
10.799999999999999,2485-003
63.0,2494-027
10.752,2794-003
157.04999999999998,3901-051
49.5,3410-012
3.3,3412-138
277.5,3410-012
1198.8,3410-012
9.222,3401-011
10.266,3401-011
9.222,3401-011
9.222,3401-011
10.266,3401-011
10.266,7038-009
78.0,3410-012
149.403,2080-003
10.266,7038-009
221.085,7050-005
-209.4,2794-003
-458.796,2794-003
-1229.3999999999999,2794-003
-479.7,2794-003
10.266,2285-003
27.599999999999998,2498-003
8.004,2285-003
34.104,2594-003
88.8,2594-003
327.9,2585-003
125.69999999999999,2594-003
3.0,2485-003
24.0,2285-003
9.222,2285-003
9.395999999999999,2285-003
32.991,2285-003
26.996999999999996,2285-003
29.979,2285-003
27.581999999999997,2285-003
29.973,2285-003
32.979,2285-003
53.97599999999999,2285-003
29.979,2285-003
29.994,2285-003
35.994,2285-003
32.994,2285-003
29.982,2285-003
32.994,2285-003
29.976,2285-003
32.97,2285-003
50.99399999999999,2285-003
26.982,2285-003
26.991,2285-003
19.238999999999997,2285-003
54.174,2285-003
29.979,2285-003
42.849000000000004,2285-003
32.991,2285-003
20.991,2285-003
50.97599999999999,2285-003
30.638999999999996,2285-003
43.352999999999994,2285-003
29.976,2285-003
26.982,2285-003
26.970000000000002,2285-003
26.973,2285-003
32.985,2285-003
44.98499999999999,2285-003
46.413000000000004,2285-003
45.525,2285-003
13.895999999999999,2285-003
29.97,2285-003
29.982,2285-003
35.985,2285-003
50.973,2285-003
25.295999999999996,2285-003
29.985,2285-003
26.970000000000002,2285-003
10.467,2285-003
32.997,2285-003
41.175,2285-003
300.0,2285-003
9.222,2808-003
15.0,2808-003
15.0,2808-003
9.222,3401-011
24.0,3410-012
16.2,3629-003
30.9,3629-003
9.395999999999999,3401-011
9.395999999999999,3401-011
556.8,2080-003
10.44,2285-003
75.0,2498-003
54.0,2498-003
237.0,2498-003
105.0,2498-003
39.6,2585-003
14.399999999999999,2585-003
28.5,2585-003
10.44,2285-003
78.3,2498-003
225.0,2498-003
180.0,2285-003
40.5,2498-003
14.585999999999999,2385-003
3423.237,2494-003
320.09999999999997,3410-012
470.27699999999993,3410-012
10.266,3401-003
98.39999999999999,3401-042
10.44,2794-003
10.44,2794-003
9.222,2794-003
10.266,3401-003
4.5,3901-051
4.5,3901-051
4.5,3901-051
4.5,3901-051
4.5,3901-051
4.5,3901-051
4.5,3901-051
4.5,3901-051
6.0,7080-003
6.0,7080-003
189.0,7080-003
105.0,7080-003
10.266,3401-011
5.1,7080-003
4.2,3629-003
182.7,7080-003
90.0,7080-003
71.1,4180-003
10.266,3401-011
190.575,2042-003
395.09999999999997,3412-138
561.759,3632-009
60.0,3410-012
360.0,3629-006
150.0,3410-012
120.0,3901-049
303.0,3901-049
135.6,3410-012
221.085,3410-012
257.09999999999997,4180-003
20.55,3410-012
268.5,3901-051
14.424,3904-003
56.931000000000004,3904-003
88.392,3904-003
48.018,3904-003
56.333999999999996,3904-003
37.944,3904-003
1417.311,3901-049
645.0,3901-051
1185.0,1640-009
90.3,1640-009
995.502,1640-009
1295.502,1640-009
3000.0,2080-003
1733.184,2080-003
13001.16,Impuestos Pagados (IVA)
19289.0,Impuestos Pagados (ISR)
1069395.98,7003-004
1069395.98,Income (Funding)
630.0,7038-008
326384.44,DEV IVA
5150139.7,DEV IVA
2112854.96,DEV IVA
5057564.92,DEV IVA
-17135.1810344828,DEV IVA
-270382.336206897,DEV IVA
-110924.887931034,DEV IVA
-265522.163793103,DEV IVA
-139260.65,7230-001
52836.89,DEV IVA
450000.0,DEV IVA
-12526239.0,DEV IVA
40562.0,Income (Funding)
500.0,7038-008
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
